AUC,ExecutionTime,seed,fraction,drops,noise,Runs,Model,useclass
0.678,0.224,314,0.25,3,1.0,20,RandomForest,True
0.676,0.312,314,0.25,4,1.0,20,RandomForest,True
0.677,0.263,314,0.25,0,1.0,20,GradientBoosting,True
0.673,0.251,314,0.25,1,1.0,20,GradientBoosting,True
0.677,0.239,314,0.25,2,1.0,20,GradientBoosting,True
0.675,0.245,314,0.25,3,1.0,20,GradientBoosting,True
0.676,0.226,314,0.25,4,1.0,20,GradientBoosting,True
0.677,0.161,314,0.25,0,1.0,20,AdaBoost,True
0.676,0.162,314,0.25,1,1.0,20,AdaBoost,True
0.678,0.157,314,0.25,2,1.0,20,AdaBoost,True
0.677,0.153,314,0.25,3,1.0,20,AdaBoost,True
0.677,0.149,314,0.25,4,1.0,20,AdaBoost,True
0.676,0.012,314,0.25,0,1.0,20,Decision Tree,True
0.673,0.012,314,0.25,1,1.0,20,Decision Tree,True
0.677,0.015,314,0.25,2,1.0,20,Decision Tree,True
0.661,0.012,314,0.25,3,1.0,20,Decision Tree,True
0.675,0.012,314,0.25,4,1.0,20,Decision Tree,True
0.678,1.581,314,0.25,0,1.0,20,NeuralNetwork,True
0.678,1.561,314,0.25,1,1.0,20,NeuralNetwork,True
0.678,1.498,314,0.25,2,1.0,20,NeuralNetwork,True
0.678,1.648,314,0.25,3,1.0,20,NeuralNetwork,True
0.678,1.48,314,0.25,4,1.0,20,NeuralNetwork,True
0.502,0.994,314,0.25,0,1.0,20,SVM,True
0.498,0.952,314,0.25,1,1.0,20,SVM,True
0.481,1.001,314,0.25,2,1.0,20,SVM,True
0.536,0.903,314,0.25,3,1.0,20,SVM,True
0.481,0.917,314,0.25,4,1.0,20,SVM,True
0.678,0.018,314,0.25,0,2.0,20,LogisticRegression,True
0.678,0.017,314,0.25,1,2.0,20,LogisticRegression,True
0.678,0.015,314,0.25,2,2.0,20,LogisticRegression,True
0.678,0.015,314,0.25,3,2.0,20,LogisticRegression,True
0.678,0.015,314,0.25,4,2.0,20,LogisticRegression,True
0.674,0.227,314,0.25,0,2.0,20,RandomForest,True
0.675,0.278,314,0.25,1,2.0,20,RandomForest,True
0.677,0.228,314,0.25,2,2.0,20,RandomForest,True
0.678,0.249,314,0.25,3,2.0,20,RandomForest,True
0.676,0.226,314,0.25,4,2.0,20,RandomForest,True
0.677,0.264,314,0.25,0,2.0,20,GradientBoosting,True
0.673,0.281,314,0.25,1,2.0,20,GradientBoosting,True
0.677,0.239,314,0.25,2,2.0,20,GradientBoosting,True
0.675,0.233,314,0.25,3,2.0,20,GradientBoosting,True
0.676,0.221,314,0.25,4,2.0,20,GradientBoosting,True
0.677,0.162,314,0.25,0,2.0,20,AdaBoost,True
0.676,0.161,314,0.25,1,2.0,20,AdaBoost,True
0.678,0.162,314,0.25,2,2.0,20,AdaBoost,True
0.677,0.152,314,0.25,3,2.0,20,AdaBoost,True
0.677,0.151,314,0.25,4,2.0,20,AdaBoost,True
0.676,0.012,314,0.25,0,2.0,20,Decision Tree,True
0.673,0.012,314,0.25,1,2.0,20,Decision Tree,True
0.677,0.012,314,0.25,2,2.0,20,Decision Tree,True
0.661,0.012,314,0.25,3,2.0,20,Decision Tree,True
0.675,0.012,314,0.25,4,2.0,20,Decision Tree,True
0.678,1.566,314,0.25,0,2.0,20,NeuralNetwork,True
0.678,1.572,314,0.25,1,2.0,20,NeuralNetwork,True
0.678,1.481,314,0.25,2,2.0,20,NeuralNetwork,True
0.678,1.636,314,0.25,3,2.0,20,NeuralNetwork,True
0.678,1.483,314,0.25,4,2.0,20,NeuralNetwork,True
0.502,1.007,314,0.25,0,2.0,20,SVM,True
0.498,0.989,314,0.25,1,2.0,20,SVM,True
0.481,1.01,314,0.25,2,2.0,20,SVM,True
0.536,1.012,314,0.25,3,2.0,20,SVM,True
0.481,0.861,314,0.25,4,2.0,20,SVM,True
0.678,0.015,314,0.25,0,2.0,20,LogisticRegression,True
0.678,0.016,314,0.25,1,2.0,20,LogisticRegression,True
0.678,0.016,314,0.25,2,2.0,20,LogisticRegression,True
0.678,0.016,314,0.25,3,2.0,20,LogisticRegression,True
0.678,0.015,314,0.25,4,2.0,20,LogisticRegression,True
0.674,0.22,314,0.25,0,2.0,20,RandomForest,True
0.675,0.233,314,0.25,1,2.0,20,RandomForest,True
0.677,0.225,314,0.25,2,2.0,20,RandomForest,True
0.678,0.27,314,0.25,3,2.0,20,RandomForest,True
0.676,0.227,314,0.25,4,2.0,20,RandomForest,True
0.677,0.264,314,0.25,0,2.0,20,GradientBoosting,True
0.673,0.265,314,0.25,1,2.0,20,GradientBoosting,True
0.677,0.245,314,0.25,2,2.0,20,GradientBoosting,True
0.675,0.237,314,0.25,3,2.0,20,GradientBoosting,True
0.676,0.234,314,0.25,4,2.0,20,GradientBoosting,True
0.677,0.164,314,0.25,0,2.0,20,AdaBoost,True
0.676,0.158,314,0.25,1,2.0,20,AdaBoost,True
0.678,0.187,314,0.25,2,2.0,20,AdaBoost,True
0.677,0.154,314,0.25,3,2.0,20,AdaBoost,True
0.677,0.149,314,0.25,4,2.0,20,AdaBoost,True
0.676,0.012,314,0.25,0,2.0,20,Decision Tree,True
0.673,0.012,314,0.25,1,2.0,20,Decision Tree,True
0.677,0.012,314,0.25,2,2.0,20,Decision Tree,True
0.661,0.012,314,0.25,3,2.0,20,Decision Tree,True
0.675,0.015,314,0.25,4,2.0,20,Decision Tree,True
0.678,1.561,314,0.25,0,2.0,20,NeuralNetwork,True
0.678,1.577,314,0.25,1,2.0,20,NeuralNetwork,True
0.678,1.479,314,0.25,2,2.0,20,NeuralNetwork,True
0.678,1.656,314,0.25,3,2.0,20,NeuralNetwork,True
0.678,1.47,314,0.25,4,2.0,20,NeuralNetwork,True
0.502,0.997,314,0.25,0,2.0,20,SVM,True
0.498,0.965,314,0.25,1,2.0,20,SVM,True
0.481,1.047,314,0.25,2,2.0,20,SVM,True
0.536,0.875,314,0.25,3,2.0,20,SVM,True
0.481,0.856,314,0.25,4,2.0,20,SVM,True
0.678,0.018,314,0.25,0,3.0,20,LogisticRegression,True
0.678,0.016,314,0.25,1,3.0,20,LogisticRegression,True
0.678,0.015,314,0.25,2,3.0,20,LogisticRegression,True
0.678,0.016,314,0.25,3,3.0,20,LogisticRegression,True
0.678,0.015,314,0.25,4,3.0,20,LogisticRegression,True
0.674,0.229,314,0.25,0,3.0,20,RandomForest,True
0.675,0.295,314,0.25,1,3.0,20,RandomForest,True
0.677,0.269,314,0.25,2,3.0,20,RandomForest,True
0.678,0.229,314,0.25,3,3.0,20,RandomForest,True
0.676,0.259,314,0.25,4,3.0,20,RandomForest,True
0.677,0.261,314,0.25,0,3.0,20,GradientBoosting,True
0.673,0.25,314,0.25,1,3.0,20,GradientBoosting,True
0.677,0.248,314,0.25,2,3.0,20,GradientBoosting,True
0.675,0.291,314,0.25,3,3.0,20,GradientBoosting,True
0.676,0.223,314,0.25,4,3.0,20,GradientBoosting,True
0.677,0.159,314,0.25,0,3.0,20,AdaBoost,True
0.676,0.159,314,0.25,1,3.0,20,AdaBoost,True
0.678,0.152,314,0.25,2,3.0,20,AdaBoost,True
0.677,0.167,314,0.25,3,3.0,20,AdaBoost,True
0.677,0.153,314,0.25,4,3.0,20,AdaBoost,True
0.676,0.012,314,0.25,0,3.0,20,Decision Tree,True
0.673,0.012,314,0.25,1,3.0,20,Decision Tree,True
0.677,0.012,314,0.25,2,3.0,20,Decision Tree,True
0.661,0.013,314,0.25,3,3.0,20,Decision Tree,True
0.675,0.014,314,0.25,4,3.0,20,Decision Tree,True
0.678,1.59,314,0.25,0,3.0,20,NeuralNetwork,True
0.678,1.578,314,0.25,1,3.0,20,NeuralNetwork,True
0.678,1.482,314,0.25,2,3.0,20,NeuralNetwork,True
0.678,1.667,314,0.25,3,3.0,20,NeuralNetwork,True
0.678,1.478,314,0.25,4,3.0,20,NeuralNetwork,True
0.502,1.02,314,0.25,0,3.0,20,SVM,True
0.498,0.978,314,0.25,1,3.0,20,SVM,True
0.481,1.004,314,0.25,2,3.0,20,SVM,True
0.536,0.891,314,0.25,3,3.0,20,SVM,True
0.481,0.856,314,0.25,4,3.0,20,SVM,True
0.678,0.016,314,0.25,0,3.0,20,LogisticRegression,True
0.678,0.017,314,0.25,1,3.0,20,LogisticRegression,True
0.678,0.015,314,0.25,2,3.0,20,LogisticRegression,True
0.678,0.021,314,0.25,3,3.0,20,LogisticRegression,True
0.678,0.017,314,0.25,4,3.0,20,LogisticRegression,True
0.674,0.222,314,0.25,0,3.0,20,RandomForest,True
0.675,0.218,314,0.25,1,3.0,20,RandomForest,True
0.677,0.22,314,0.25,2,3.0,20,RandomForest,True
0.678,0.259,314,0.25,3,3.0,20,RandomForest,True
0.676,0.225,314,0.25,4,3.0,20,RandomForest,True
0.677,0.283,314,0.25,0,3.0,20,GradientBoosting,True
0.673,0.26,314,0.25,1,3.0,20,GradientBoosting,True
0.677,0.241,314,0.25,2,3.0,20,GradientBoosting,True
0.675,0.278,314,0.25,3,3.0,20,GradientBoosting,True
0.676,0.229,314,0.25,4,3.0,20,GradientBoosting,True
0.677,0.161,314,0.25,0,3.0,20,AdaBoost,True
0.676,0.172,314,0.25,1,3.0,20,AdaBoost,True
0.678,0.173,314,0.25,2,3.0,20,AdaBoost,True
0.677,0.15,314,0.25,3,3.0,20,AdaBoost,True
0.677,0.148,314,0.25,4,3.0,20,AdaBoost,True
0.676,0.012,314,0.25,0,3.0,20,Decision Tree,True
0.673,0.012,314,0.25,1,3.0,20,Decision Tree,True
0.677,0.014,314,0.25,2,3.0,20,Decision Tree,True
0.661,0.011,314,0.25,3,3.0,20,Decision Tree,True
0.675,0.011,314,0.25,4,3.0,20,Decision Tree,True
0.678,1.565,314,0.25,0,3.0,20,NeuralNetwork,True
0.678,1.558,314,0.25,1,3.0,20,NeuralNetwork,True
0.678,1.485,314,0.25,2,3.0,20,NeuralNetwork,True
0.678,1.746,314,0.25,3,3.0,20,NeuralNetwork,True
0.678,1.491,314,0.25,4,3.0,20,NeuralNetwork,True
0.502,1.021,314,0.25,0,3.0,20,SVM,True
0.498,0.934,314,0.25,1,3.0,20,SVM,True
0.481,0.995,314,0.25,2,3.0,20,SVM,True
0.536,0.873,314,0.25,3,3.0,20,SVM,True
0.481,0.873,314,0.25,4,3.0,20,SVM,True
